LEX_FUNC,KEYWORD,VALUE,KEYWORD_lemma,VALUE_lemma
AntiBon,choix,malheureux,choix,malheureux
Ver,choix,judicieux,choix,judicieux
CausOper1,chômage,mettre,chômage,mettre 
Oper1,chômage,être,chômage,être 
Magn,chômage,élevé,chômage,élevé
Magn,choquer,profondement,choquer,profondement
Oper2,chronique,défrayer,chronique,défrayer 
Caus1Oper1,chute,entraîner,chute,entraîner 
Oper1,chute,faire,chute,faire 
Func0,chute,survient,chute,survient
Magn,chuter,dévisser,chuter,dévisser
Labor12,cible,choisir,cible,choisir
Real1,cible,frapper,cible,frapper
Labor12,cible,prendre,cible,prendre
Oper1,cicatrice,porter,cicatrice,porter 
Magn,cicatrice,profonde,cicatrice,profonde
Oper1,cicatrice,laisser,cicatrice,laisser 
Real1,cigarette,tirer,cigarette,tirer
Fact0,cimetière,recevoir,cimetière,recevoir
AntiVer,circulation,"en accordéon
",circulation,"en accordéon
"
Magn,circulation,intense,circulation,intense
Magn,circulation,dense,circulation,dense
Ver,circulation,fluide,circulation,fluide
LiquFunc0,circulation,paralyser,circulation,paralyser
Magn,circuler,abondamment,circuler,abondamment
Magn,clair,comme le jour,clair,comme le jour
Magn,clair,comme de l’eau de roche,clair,comme de l’eau de roche
CausOper1,clair,mettre,clair,mettre 
CausOper1,clair,mettre,clair,mettre 
CausOper1,clair,tirer,clair,tirer 
Magn,clamer,haut et fort,clamer,haut et fort
Oper1,claque,donner,claque,donner 
Oper1,claque,donner,claque,donner 
Magn,claque,bonne,claque,bonne
Oper2,claque,recevoir,claque,recevoir 
Oper2,claque,prendre,claque,prendre 
Magn,claquer,violemment,claquer,violemment
Magn,clarté,éblouissante,clarté,éblouissante
IncepOper1,classe,se répartir,classe,se répartir 
IncepOper1,classe,se subdiviser,classe,se subdiviser 
CausFunc1,climat,créer,climat,créer
IncepFunc0,climat,s’instaurer,climat,s’instaurer
Oper1,clin d’œuil,faire,clin d’œuil,faire 
Real1,cloche,sonner,cloche,sonner
Son,cloche,sonne,cloche,sonne
Real1,clochette,agiter,clochette,agiter
Labreal12,clou,clouer,clou,clouer
Son,cochon,grogne,cochon,grogne
Fact0,cœur,bat,cœur,bat
Magn,cohue,indescriptible,cohue,indescriptible
AntiMagn,coiffer,sur le fil,coiffer,sur le fil
Oper1,colère,être,colère,être 
Magn,colère,noire,colère,noire
IncepOper1,colère,entrer,colère,entrer
IncepOper1,colère,se mettre,colère,se mettre
Magn,colère,effrénée,colère,effrénée
Magn,colère,dévastatrice,colère,dévastatrice
Func1,colère,tient,colère,tient 
Magn,colère,terrible,colère,terrible
Magn,colère,bleue,colère,bleue
Magn,collaborateur,proche,collaborateur,proche
Magn,collaboration,étroite,collaboration,étroite
Magn,collaborer,étroitement,collaborer,étroitement
Magn,collaborer,main dans la main,collaborer,main dans la main
Labreal12,colle,coller,colle,coller 
Oper1,collision,entrer,collision,entrer 
Func0,colloque,se tient,colloque,se tient
Oper1,coloration,donner,coloration,donner 
Oper1,coma,être,coma,être 
FinOper1,coma,sortir,coma,sortir
Magn,coma,profond,coma,profond
IncepOper1,coma,tomber,coma,tomber
IncepOper1,coma,entrer,coma,entrer
IncepOper1,coma,plonger,coma,plonger
Labreal12,combat,vaincre,combat,vaincre
Oper1,combat,livrer,combat,livrer 
Oper1,combat,mener,combat,mener 
Func0,combat,avoir lieu,combat,avoir lieu
Func0,combat,se dérouler,combat,se dérouler
Real1,combat,gagner,combat,gagner 
Real1,combat,remporter,combat,remporter 
Ver,combattre,efficacement,combattre,efficacement
Real1,combattre,empêcher,combattre,empêcher
CausFunc0,comité,mettre en place,comité,mettre en place 
Real3,commande,exécuter,commande,exécuter
Oper1,commande,passer,commande,passer 
Caus1Oper1,commandement,prendre,commandement,prendre 
Oper1,commentaire,faire,commentaire,faire 
Magn,communauté,forte,communauté,forte
Oper1,communication,être,communication,être 
Caus1Oper1,communication,mettre,communication,mettre 
Real1,communication,faire,communication,faire 
Real1,communication,présenter,communication,présenter 
Oper1,communion,faire,communion,faire 
Real1,commutateur,tourner,commutateur,tourner 
Oper1,compagnie,tenir,compagnie,tenir 
Oper1,compassion,éprouver,compassion,éprouver 
IncepOper1,compétence,acquérir,compétence,acquérir
Oper1,compétence,avoir,compétence,avoir 
Oper1,compétence,posséder,compétence,posséder 
Magn,compétition,difficile,compétition,difficile
Magn,compétition,féroce,compétition,féroce
Oper1,compétition,être,compétition,être 
Magn,compétition,rude,compétition,rude
Magn,complaisance,inépuisable,complaisance,inépuisable
Oper1,complexes,faire,complexes,faire 
CausFunc1,complexes,donner,complexes,donner 
Oper1,complexes,avoir,complexes,avoir 
AntiBon,compliment,gauche,compliment,gauche
AntiBon,compliment,maladroit,compliment,maladroit
AntiBon,compliment,mal tourné,compliment,mal tourné
AntiBon,compliment,fade,compliment,fade
Oper1,compliment,adresser,compliment,adresser 
Bon,compliment,bien tourné,compliment,bien tourné
AntiBon,compliment,éculé,compliment,éculé
Oper1,compliment,offrir,compliment,offrir 
Oper1,compliment,faire,compliment,faire 
AntiVer,compliquer,_chercher midi à quatorze heures_,compliquer,_chercher midi à quatorze heures_
Oper1,complot,ourdir,complot,ourdir 
AntiReal2,complot,découvrir,complot,découvrir
Oper1,complot,tramer,complot,tramer 
AntiBon,comportement,mauvais,comportement,mauvais
IncepOper1,comportement,développer,comportement,développer
Bon,comportement,irréprochable,comportement,irréprochable
Oper1,comportement,présenter,comportement,présenter 
Bon,comportement,bon,comportement,bon
Oper1,comportement,avoir,comportement,avoir 
Caus1Oper1,comportement,adopter,comportement,adopter 
Oper1,composition,entrer,composition,entrer 
Oper2,compréhension,trouver,compréhension,trouver 
Ver,compréhension,bonne,compréhension,bonne
Oper1,compréhension,avoir,compréhension,avoir 
Magn,"comprendre, ne pas",le premier mot,"comprendre, ne pas",le premier mot
Magn,"comprendre, ne pas",ne ... que dalle,"comprendre, ne pas",ne ... que dalle
Magn,compromettre,gravement,compromettre,gravement
IncepFunc0,compromis,"intervient
",compromis,"intervient
"
Bon,compromis,bon,compromis,bon
IncepOper1,compromis,"parvenir
",compromis,"parvenir
"
IncepOper1,compromis,"trouver
",compromis,"trouver
"
IncepOper1,compromis,arriver,compromis,arriver 
Oper1,compromis,faire,compromis,faire 
AntiBon,compromis,"cote mal taillée
",compromis,"cote mal taillée
"
AntiBon,compromis,bancal,compromis,bancal
Caus1Func0,compte,ouvrir,compte,ouvrir
CausFunc0,compte,ouvrir,compte,ouvrir 
Magn,compter,absolument,compter,absolument
Magn,con,_comme la lune_,con,_comme la lune_
Magn,con,_comme la mort_,con,_comme la mort_
Magn,con,_comme un panier_,con,_comme un panier_
Magn,con,_comme un balai_,con,_comme un balai_
Oper1,conaissance,avoir,conaissance,avoir 
Oper1,concert,donner,concert,donner 
CausFunc0,concert,tenir,concert,tenir 
Oper1,concert,se produire,concert,se produire 
Oper1,concession,faire,concession,faire 
Oper1,conclusion,arriver,conclusion,arriver 
IncepFunc0,conclusion,se détache,conclusion,se détache
Oper1,conclusion,tirer,conclusion,tirer 
AntiVer,conclusion,hâtive,conclusion,hâtive
Oper1,conclusion,aboutir,conclusion,aboutir 
Oper1,concours,apporter,concours,apporter 
Oper1,concurrence,faire,concurrence,faire 
Oper1,concurrence,être,concurrence,être 
Magn,concurrence,féroce,concurrence,féroce
Magn,concurrence,vive,concurrence,vive
Magn,concurrence,sauvage,concurrence,sauvage
AntiReal1,concurrence,soutenir,concurrence,soutenir
Magn,condamnation,sévère,condamnation,sévère
AntiVer,condamner,à tort,condamner,à tort
Magn,condamner,férocement,condamner,férocement
Magn,condamner,sans appel,condamner,sans appel
Magn,condamner,sans équivoque,condamner,sans équivoque
Magn,condamner,vivement,condamner,vivement
Magn,condamner,vivement,condamner,vivement
Magn,condamner,stygmatiser,condamner,stygmatiser
Magn,condamner,fermement,condamner,fermement
Magn,condamner,dans les termes les plus Magn(termes),condamner,dans les termes les plus Magn(termes)
Magn,condamner,irremédiablement,condamner,irremédiablement
Magn,condamner,flétrir,condamner,flétrir
Real2,condition,remplir,condition,remplir
Real2,condition,respecter,condition,respecter
Real2,condition,satisfaire,condition,satisfaire
Labor12,condition,poser,condition,poser 
Magn,condition,stricte,condition,stricte
Func0,conditions,sont réunies,conditions,sont réunies
Func0,conditions,prévalentes,conditions,prévalentes
Oper1,condoléances,présenter,condoléances,présenter 
Magn,conduire,_à tombeau ouvert_,conduire,_à tombeau ouvert_
Magn,conduire,_plein pot_,conduire,_plein pot_
Oper1,conduite,tenir,conduite,tenir 
Oper1,conférence,faire,conférence,faire 
Oper2,confession,recevoir,confession,recevoir 
Oper1,confession,faire,confession,faire 
Magn,confiance,absolue,confiance,absolue
Magn,confiance,grande,confiance,grande
Magn,confiance,entière,confiance,entière
CausFunc1,confiance,donner,confiance,donner 
Oper1,confiance,avoir,confiance,avoir 
Oper2,confiance,bénéficier,confiance,bénéficier 
FinOper1,confiance,perdre,confiance,perdre
LiquFunc0,confiance,balayer,confiance,balayer
Magn,confiance,totale,confiance,totale
Oper1,confirmation,donner,confirmation,donner 
Magn,confirmation,frappante,confirmation,frappante
Magn,confirmer,amplement,confirmer,amplement
Func1,conflit,oppose,conflit,oppose
Magn,conflit,majeur,conflit,majeur
LiquFunc0,conflit,résoudre,conflit,résoudre
LiquFunc0,confort,déranger,confort,déranger
Magn,confusion,grande,confusion,grande
CausFunc0,confusion,créer,confusion,créer 
CausFunc1,confusion,porter,confusion,porter 
CausFunc1,confusion,prêter,confusion,prêter 
Func2,confusion,plane,confusion,plane
IncepOper1,confusion,sombrer,confusion,sombrer
CausFunc1,confusion,semer,confusion,semer 
Magn,confusion,la pire,confusion,la pire
Caus1Func0,congrès,tenir,congrès,tenir
Func0,congrès,se tenir,congrès,se tenir 
Oper1,conjectures,se perdre,conjectures,se perdre 
IncepOper1,connaissance,acquérir,connaissance,acquérir 
Oper1,connaissance,avoir,connaissance,avoir 
IncepOper1,connaissance,avoir eu,connaissance,avoir eu 
IncepOper1,connaissance,faire,connaissance,faire 
IncepOper1,connaissance,prendre,connaissance,prendre 
FinOper1,connaissance,s’évanouir,connaissance,s’évanouir
FinOper1,connaissance,tourner de l’œil,connaissance,tourner de l’œil
FinOper1,connaissance,perdre,connaissance,perdre 
FinOper1,connaissance,tomber dans les pommes,connaissance,tomber dans les pommes
IncepOper1,connaissance,reprendre,connaissance,reprendre 
Magn,connaisseur,fin,connaisseur,fin
Magn,connaître,par cœur,connaître,par cœur
Magn,connaître,sur le bout du doigt,connaître,sur le bout du doigt
Magn,connaître,à fond,connaître,à fond
Magn,connaître,comme s’il [= X] l’[= Y] avait fait,connaître,comme s’il [= X] l’[= Y] avait fait
Magn,connaître,comme le fond de sa poche,connaître,comme le fond de sa poche
Magn,connaître,comme sa poche,connaître,comme sa poche
Magn,connaître,de près,connaître,de près
Oper1,conscience,avoir,conscience,avoir 
IncepOper1,conscience,prendre,conscience,prendre 
Ver,conscience,pure,conscience,pure
Magn,conscience,pleine,conscience,pleine
Oper1,conseil,livrer,conseil,livrer 
Real3,conseil,suivre,conseil,suivre
Oper1,conseil,donner,conseil,donner 
Caus1Func0,conseil,tenir,conseil,tenir
Magn,conseiller,vivement,conseiller,vivement
Oper2,consensus,faire,consensus,faire 
Oper1,consentement,donner,consentement,donner 
Oper1,consentement,donner,consentement,donner 
AntiBon,conséquence,fâcheuse,conséquence,fâcheuse
AntiBon,conséquence,devastateur,conséquence,devastateur
AntiBon,conséquence,désastreux,conséquence,désastreux 
Bon,conséquence,heureuse,conséquence,heureuse
Magn,conséquence,grosse,conséquence,grosse
Oper1,conséquence,tirer,conséquence,tirer 
Oper2,conséquence,avoir,conséquence,avoir 
Bon,conséquence,beneficial,conséquence,beneficial
Magn,conséquence,capitale,conséquence,capitale
Magn,conséquence,évident,conséquence,évident
Magn,conserver,précieusement,conserver,précieusement
Labor12,considération,prendre,considération,prendre
Magn,considération,haute,considération,haute
Magn,considérer,_aller au fond_,considérer,_aller au fond_ 
Oper1,consigne,émettre,consigne,émettre 
CausFunc1,consolation,apporter,consolation,apporter 
AntiMagn,consolation,maigre,consolation,maigre
Bon,consommateur,averti,consommateur,averti
Magn,constipation,grave,constipation,grave
Oper1,constipation,avoir,constipation,avoir 
Magn,constipé,"très
",constipé,"très
"
Oper1,consultation,fournir,consultation,fournir 
LiquFunc0,contact,couper,contact,couper
Caus1Oper1,contact,entrer,contact,entrer
AntiMagn,contact,mince,contact,mince
Oper1,contact,être,contact,être 
Magn,contact,étroit,contact,étroit
Caus1Oper1,contact,prendre,contact,prendre 
FinOper1,contact,perdre,contact,perdre 
Caus1Oper1,contacts,nouer,contacts,nouer 
CausOper1,contemplation,plonger,contemplation,plonger 
ContOper1,contenance,garder,contenance,garder
FinOper1,contenance,perdre,contenance,perdre 
Magn,content,aux anges,content,aux anges
Oper1,contestation,apporter,contestation,apporter 
Magn,contesté,hautement,contesté,hautement
Magn,contester,vivement,contester,vivement
Magn,contester,fermement,contester,fermement
CausFunc0,contour,tracer,contour,tracer 
Magn,contradiction,totale,contradiction,totale
Magn,contradiction,manifeste,contradiction,manifeste
Magn,contradiction,inhérente,contradiction,inhérente
Magn,contraindre,fortement,contraindre,fortement
Func2,contrainte,s'exerce,contrainte,s'exerce 
Oper2,contrainte,être soumis,contrainte,être soumis
Oper2,contrainte,obéir,contrainte,obéir
Magn,contrainte,puissante,contrainte,puissante
Func2,contrainte,pèse,contrainte,pèse 
Ver,contraste,clair,contraste,clair
Oper1,contraste,former,contraste,former 
AntiMagn,contraste,faible,contraste,faible
Magn,contraste,marqué,contraste,marqué
Magn,contraste,violent,contraste,violent
Magn,contraste,frappant,contraste,frappant
Magn,contraste,vif,contraste,vif
Caus1Func0,contrat,passer,contrat,passer 
Real1,contravention,coller,contravention,coller 
Real1,contravention,dresser,contravention,dresser 
Oper1,contre-offensive,lancer,contre-offensive,lancer 
Oper1,contre-offensive,passer,contre-offensive,passer 
Oper1,contrepoids,être,contrepoids,être 
Oper1,contrepoids,faire,contrepoids,faire 
IncepOper1,contretemps,rencontrer,contretemps,rencontrer 
Magn,contribuer,activement,contribuer,activement
Magn,contribuer,largement,contribuer,largement
Magn,contribution,grande,contribution,grande
Bon,contribution,précieuse,contribution,précieuse
Oper1,contribution,apporter,contribution,apporter 
Oper2,contrôle,se trouver,contrôle,se trouver
Oper2,contrôle,être,contrôle,être
Oper1,contrôle,exercer,contrôle,exercer 
Oper1,contrôle,avoir,contrôle,avoir 
ContOper1,contrôle,garder,contrôle,garder
FinOper1,contrôle,perdre,contrôle,perdre 
Magn,contrôle,sérieux,contrôle,sérieux
Magn,contrôle,stricte,contrôle,stricte
Caus1Oper1,contrôle,prendre,contrôle,prendre 
Magn,contrôle,serré,contrôle,serré
Magn,contrôler,de près,contrôler,de près
CausFunc1,controverse,susciter,controverse,susciter 
Ver,controverse,fructueuse,controverse,fructueuse
Magn,controverse,vive,controverse,vive
AntiVer,controverse,infructueuse,controverse,infructueuse
Magn,convaincu,fermement,convaincu,fermement
AntiReal2,convenances,offenser,convenances,offenser
Magn,convenir,parfaitement,convenir,parfaitement
AntiReal2,convention,briser,convention,briser
Real2,convention,respecter,convention,respecter
CausFunc0,convention,adopter,convention,adopter 
AntiReal2,convention,violer,convention,violer 
AntiVer,conversation,à bâtons rompus,conversation,à bâtons rompus
LiquFunc0,conversation,interrompre,conversation,interrompre
Magn,conviction,profonde,conviction,profonde
Magn,conviction,indéracinable,conviction,indéracinable
Oper1,conviction,avoir,conviction,avoir 
Magn,conviction,intime,conviction,intime
Magn,conviction,inébranlable,conviction,inébranlable
Magn,conviction,forte,conviction,forte
Magn,copain,_comme cochons_,copain,_comme cochons_
Magn,copain,copain-copain,copain,copain-copain
CausFunc0,copie,copier,copie,copier
Ver,copie,exacte,copie,exacte
CausFunc0,copie,faire,copie,faire 
AntiMagn,copie,vague,copie,vague
Ver,copie,conforme,copie,conforme
Magn,copie,conforme,copie,conforme
Magn,copie,crachée,copie,crachée
Son,coq,chante,coq,chante
Son,corbeau,croasse,corbeau,croasse
Labreal12,corne,transpercer,corne,transpercer
Labreal12,corne,encorner,corne,encorner 
Oper1,correctif,apporter,correctif,apporter 
Oper1,correction,administrer,correction,administrer 
Magn,correction,avoine,correction,avoine 
Magn,correction,sévère,correction,sévère
Oper1,corrections,collationner,corrections,collationner 
Oper1,correspondance,entretenir,correspondance,entretenir 
Magn,"correspondance
",soutenue,"correspondance
",soutenue
Magn,correspondre,de près,correspondre,de près
Magn,correspondre,en tous points,correspondre,en tous points
Real1,corvée,remplir,corvée,remplir 
Oper1,coude,faire,coude,faire 
Magn,couler,à flots,couler,à flots
Magn,couler,jaillir,couler,jaillir
AntiMagn,couler,dégouliner,couler,dégouliner
Magn,couleur,éclatante,couleur,éclatante
Magn,couleur,vive,couleur,vive
Oper2,coup,manger,coup,manger
Func2,coup,tomber,coup,tomber
Oper2,coup,recevoir,coup,recevoir
Oper2,coup,encaisser,coup,encaisser
Labor12,coup,beurrer,coup,beurrer 
Fact0,coup,_faire mouche_,coup,_faire mouche_
Oper1,coup,assener,coup,assener 
Magn,coup,retentissant,coup,retentissant
Oper1,coup,donner,coup,donner 
Magn,coup,dur,coup,dur
AntiBon,coup,_de Jarnac_,coup,_de Jarnac_
Oper1,coup,porter,coup,porter 
Magn,coup,horion,coup,horion
Oper1,coup,flanquer,coup,flanquer 
Magn,coup,rageur,coup,rageur
Func0,coup,pleuvent,coup,pleuvent
Ver,coup,botte secrète,coup,botte secrète
Magn,coup,sérieux,coup,sérieux
Magn,coup,sévère,coup,sévère
Labor12,coup,rouer,coup,rouer 
Magn,coup,rude,coup,rude
Ver,coup,imparable,coup,imparable
Magn,coup,vigoureux,coup,vigoureux
Magn,coup,violent,coup,violent
Oper1,coup de téléphone,faire,coup de téléphone,faire 
Oper2,coup de téléphone,recevoir,coup de téléphone,recevoir 
Magn,coupable,grandement,coupable,grandement
Caus1Oper1,coupable,se rendre,coupable,se rendre
Oper1,cour,faire,cour,faire 
CausFunc1,courage,donner [...] des couilles au cul,courage,donner [...] des couilles au cul
CausFunc1,courage,donner,courage,donner 
Oper1,courage,avoir,courage,avoir 
FinOper1,courage,perdre,courage,perdre 
Pred,courageux,_ne pas avoir froid aux yeux_,courageux,_ne pas avoir froid aux yeux_
LiquFunc0,courant,couper,courant,couper
Func0,courant,passe,courant,passe 
Magn,courbe,raide,courbe,raide
Magn,courir,à grandes enjambées,courir,à grandes enjambées
Magn,courir,_à toutes jambes_,courir,_à toutes jambes_
Magn,courir,à toutes jambes,courir,à toutes jambes
Magn,courir,_à fond de train_,courir,_à fond de train_
Magn,courir,à fond de train,courir,à fond de train
Magn,courir,les talons aux fesses,courir,les talons aux fesses
Magn,courir,_ventre à terre_,courir,_ventre à terre_
Magn,courir,ventre à terre,courir,ventre à terre
Magn,courir,tête baissée,courir,tête baissée
Magn,courir,_à perdre haleine_,courir,_à perdre haleine_
CausFunc0,couronne,tresser,couronne,tresser 
Oper2,cours,être le sujet,cours,être le sujet
FinOper1,cours,sortir,cours,sortir 
Oper1,cours,donner,cours,donner 
Oper1,cours,faire,cours,faire 
Bon,cours,vivant,cours,vivant
CausFunc0,cours d’eau,détourner,cours d’eau,détourner
Son,cours d’eau,gargouiller,cours d’eau,gargouiller
Son,cours d’eau,clapoter,cours d’eau,clapoter
Oper1,course,faire,course,faire 
Magn,course,effrénée,course,effrénée
AntiMagn,cousin,éloigné,cousin,éloigné
Magn,cousin,germain,cousin,germain
Magn,coût,exorbitant,coût,exorbitant
Magn,coût,considérable,coût,considérable
Magn,coût,élevé,coût,élevé
Func2,coût,s’élève,coût,s’élève
Magn,coût,significatif,coût,significatif
Oper1,coutume,avoir,coutume,avoir 
Magn,couverture,large,couverture,large
Magn,craindre,beaucoup,craindre,beaucoup
Magn,craindre,comme le feu,craindre,comme le feu
LiquFunc0,crainte,dissiper,crainte,dissiper 
Oper2,crainte,causer,crainte,causer
AntiMagn,crainte,puérile,crainte,puérile
Magn,crainte,vive,crainte,vive
Oper1,crainte,éprouver,crainte,éprouver 
Oper1,crainte,ressentir,crainte,ressentir 
Oper2,crainte,susciter,crainte,susciter
Magn,crainte,grande,crainte,grande
IncepFunc1,crainte,prend,crainte,prend
Ver,crainte,fondée,crainte,fondée
Magn,crainte,folle,crainte,folle
Oper1,crainte,concevoir,crainte,concevoir 
Oper1,crainte,avoir,crainte,avoir 
AntiVer,crainte,illusoire,crainte,illusoire
Ver,crainte,justifiée,crainte,justifiée
AntiMagn,crainte,légère,crainte,légère
CausFunc1,crainte,éveiller,crainte,éveiller 
Oper2,crainte,engendrer,crainte,engendrer
AntiVer,crainte,vaine,crainte,vaine
Oper2,craintes,provoquer,craintes,provoquer 
Oper2,craintes,inspirer,craintes,inspirer 
LiquFunc0,crâne,fracturer,crâne,fracturer 
Oper1,créance,avoir,créance,avoir 
Oper1,crédibilité,donner,crédibilité,donner 
Oper1,crédit,faire,crédit,faire 
Magn,cri,d’orfraie,cri,d’orfraie
Magn,cri,térrifiant,cri,térrifiant
Func1,cri,venir,cri,venir
Magn,cri,aigu,cri,aigu
Magn,cri,grand,cri,grand
Magn,cri,vielli de paon,cri,vielli de paon
Magn,cri,pénétrant,cri,pénétrant
IncepFunc0,cri,s’élever,cri,s’élever
Magn,cri,perçant,cri,perçant
Magn,cri,strident,cri,strident
Oper1,cri,émettre,cri,émettre 
Oper1,cri,pousser,cri,pousser 
Oper1,cri,jeter,cri,jeter 
Magn,crier,à tue-tête,crier,à tue-tête
Magn,crier,à pleins poumons,crier,à pleins poumons
Magn,crier,comme un démon,crier,comme un démon
Magn,crier,haut et fort,crier,haut et fort
Magn,crier,comme un sourd,crier,comme un sourd
Magn,crier,à se rompre les poumons,crier,à se rompre les poumons
Magn,crier,comme un diable,crier,comme un diable
AntiBon,crime,crapuleux,crime,crapuleux
AntiBon,crime,crapuleux,crime,crapuleux
Magn,crime,contre l’humanité,crime,contre l’humanité
Oper1,crime,tremper,crime,tremper
Magn,crime,énorme,crime,énorme
Oper1,crime,commettre,crime,commettre 
AntiBon,crime,méprisable,crime,méprisable
AntiBon,crime,odieux,crime,odieux
AntiBon,crime,abominable,crime,abominable
AntiBon,crime,infamant,crime,infamant
Oper1,crime,perpétrer,crime,perpétrer
Magn,crime,grave,crime,grave
AntiBon,crime,brutal,crime,brutal
Magn,criminel,endurci,criminel,endurci
Magn,crise,profonde,crise,profonde
LiquFunc0,crise,désamorcer,crise,désamorcer 
Magn,crise,exceptionnelle,crise,exceptionnelle
Oper1,crise,faire face,crise,faire face
IncepOper1,crise,entrer,crise,entrer 
Oper1,crise,traverser,crise,traverser
Magn,crise,majeure,crise,majeure
Magn,crise,une des pires,crise,une des pires
AntiReal1,crise,surmonter,crise,surmonter
Magn,crise,grave,crise,grave
IncepOper1,crise,s’enfoncer,crise,s’enfoncer 
LiquFunc0,crise,résoudre,crise,résoudre 
Oper1,crise,connaître,crise,connaître
Magn,crise,sans précédent,crise,sans précédent
Magn,crise,sévère,crise,sévère
Real2,critère,répondre,critère,répondre
Magn,critère,fiable,critère,fiable
Magn,critère,rigoureuse,critère,rigoureuse
AntiMagn,critère,fragile,critère,fragile
Func1,critique,émane,critique,émane
Oper1,critique,porter,critique,porter
Oper1,critique,exprimer,critique,exprimer
Oper1,critique,adresser,critique,adresser
Oper1,critique,faire,critique,faire
Oper2,critique,être l'objet,critique,être l'objet 
Magn,critique,acerbe,critique,acerbe
Magn,critique,féroce,critique,féroce
Magn,critique,dure,critique,dure
Magn,critique,mordant,critique,mordant
Magn,critique,vive,critique,vive
Magn,critique,cinglant,critique,cinglant
Magn,critiquer,fustiger,critiquer,fustiger
Magn,critiquer,attaquer,critiquer,attaquer
Magn,critiquer,comdamner,critiquer,comdamner
Magn,critiquer,fulminer,critiquer,fulminer
Magn,critiquer,vertement,critiquer,vertement
Magn,critiquer,descendre,critiquer,descendre
Magn,critiquer,sévèrement,critiquer,sévèrement
Magn,critiquer,durement,critiquer,durement
Magn,critiquer,vivement,critiquer,vivement
Magn,critiquer,siffler,critiquer,siffler
Oper1,critiques,adresser,critiques,adresser
Oper1,critiques,formuler,critiques,formuler
Magn,critiques,sérieuses,critiques,sérieuses
Magn,croire,dur comme fer,croire,dur comme fer
AntiVer,croire,gober,croire,gober
AntiVer,croire,avaler,croire,avaler
AntiMagn,croissance,faible,croissance,faible
Magn,cuillère,bombée,cuillère,bombée
Oper1,cuisine,faire,cuisine,faire
Magn,cuisine,haute,cuisine,haute
Oper1,cuite,prendre,cuite,prendre 
FinOper1,cuite,sortir,cuite,sortir 
Real1,culasse,faire jouer,culasse,faire jouer 
Oper1,culte,vouer,culte,vouer 
Oper1,culture,posséder,culture,posséder 
Magn,culture,vaste,culture,vaste
Magn,curiosité,grande,curiosité,grande
AntiBon,curiosité,malsaine,curiosité,malsaine
Magn,d’abord,tout,d’abord,tout 
Magn,d’abord,en premier lieu,d’abord,en premier lieu
IncepOper1,d’accord,tomber,d’accord,tomber 
Oper1,d’usage,être,d’usage,être 
Oper2,danger,être,danger,être 
AntiReal2,danger,cacher la tête dans le sable,danger,cacher la tête dans le sable
AntiReal2,danger,faire l’autruche,danger,faire l’autruche
IncepFunc1,danger,venir,danger,venir
Real2,danger,faire face,danger,faire face 
LiquFunc0,danger,répousser,danger,répousser 
Magn,danger,grand,danger,grand
Oper1,danger,représenter,danger,représenter 
Oper2,danger,filer un mauvais coton,danger,filer un mauvais coton
Oper2,danger,courir,danger,courir 
Magn,dangereux,extrêmement,dangereux,extrêmement
IncepOper1,dans l’oubli,tomber,dans l’oubli,tomber 
AntiBon,danser,comme un ours,danser,comme un ours
Bon,danser,comme un ange,danser,comme un ange
AntiMagn,date,fraîche,date,fraîche
CausOper1,débâcle,précipiter,débâcle,précipiter 
Oper1,débâcle,subir,débâcle,subir 
Magn,débat,animé,débat,animé
Magn,débat,vif,débat,vif
CausFunc0,débat,ouvrir,débat,ouvrir
IncepFunc0,débat,s’ouvre,débat,s’ouvre
IncepOper1,débat,entrer,débat,entrer 
Magn,débat,passionné,débat,passionné
CausFunc0,débat,lancer,débat,lancer
IncepOper1,débat,entreprendre,débat,entreprendre 
CausFunc0,débat,susciter,débat,susciter 
CausFunc0,débat,soulever,débat,soulever 
Magn,débattre,âprement,débattre,âprement
Magn,débattre,âprement,débattre,âprement
Magn,"débrouiller, se",comme un chef,"débrouiller, se",comme un chef
Locin,début,au,début,au 
Locin,début,en,début,en 
Magn,déception,profonde,déception,profonde
Func0,décès,intervient,décès,intervient
Func0,décès,survient,décès,survient
CausFunc1,déchirure1,causer,déchirure1,causer 
Oper1,déchirure2,causer,déchirure2,causer 
Oper1,déchirure2,faire,déchirure2,faire 
Magn,décidé,"fermement
",décidé,"fermement
"
Real3,décision,se conformer,décision,se conformer
Magn,décision,cruciale,décision,cruciale
Magn,décision,bouclée,décision,bouclée
Magn,décision,importante,décision,importante
Oper1,décision,prendre,décision,prendre 
Oper1,déclaration,faire,déclaration,faire 
IncepOper1,déclin,amorcer,déclin,amorcer 
Oper1,décomposition,subir,décomposition,subir 
Oper1,décompte,établir,décompte,établir 
Magn,découverte,grande,découverte,grande
Magn,découverte,de taille,découverte,de taille
Oper1,découverte,faire,découverte,faire 
IncepOper1,décrépitude,tomber,décrépitude,tomber 
Magn,dédommager,largement,dédommager,largement
Magn,défaite,_sur toute la ligne_,défaite,_sur toute la ligne_
Oper1,défaite,_jeter les gants_,défaite,_jeter les gants_
Magn,défaite,sanglante,défaite,sanglante
Magn,défaite,cuisante,défaite,cuisante
Magn,défaite,écrasante,défaite,écrasante
Oper1,défaite,subir,défaite,subir 
Oper2,défaite,infliger,défaite,infliger 
Magn,défaite,sévère,défaite,sévère
